Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Year
181322,CALDWELL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,PRINCETON,KY,42445,CALDWELL,(270) 365-0300,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average,2020
181327,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA ROAD,BENTON,KY,42025,MARSHALL,(270) 527-4800,Critical Access Hospitals,Government - Hospital District or Authority,True,True,4,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average,2020
181330,RUSSELL COUNTY HOSPITAL,153 DOWELL ROAD,RUSSELL SPRINGS,KY,42642,RUSSELL,(270) 866-4141,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,2020
181331,MCDOWELL ARH HOSPITAL,9879 KENTUCKY ROUTE 122,MC DOWELL,KY,41647,FLOYD,(606) 377-3400,Critical Access Hospitals,Voluntary non-profit - Private,True,False,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2020
184007,THE BROOK HOSPITAL - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,JEFFERSON,(502) 896-0495,Psychiatric,Voluntary non-profit - Private,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
184009,THE RIDGE BEHAVIORAL HEALTH SYSTEM,3050 RIO DOSA DRIVE,LEXINGTON,KY,40509,FAYETTE,(859) 269-2325,Psychiatric,Proprietary,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
184012,LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,3909 S WILSON ROAD,RADCLIFF,KY,40160,HARDIN,(270) 351-9444,Psychiatric,Proprietary,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
184015,CENTRAL STATE HOSPITAL,10510 LAGRANGE ROAD,LOUISVILLE,KY,40223,JEFFERSON,(502) 253-7045,Psychiatric,Government - State,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
184017,RIVENDELL BEHAVIORAL HEALTH SERVICES,1035 PORTER PIKE,BOWLING GREEN,KY,42103,WARREN,(270) 843-1199,Psychiatric,Government - Federal,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,NATCHITOCHES,(318) 471-2628,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,2020
190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA,LA,70360,TERREBONNE,(985) 873-4141,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,2020
190011,OCHSNER LSU HEALTH MONROE,4864 JACKSON STREET,MONROE,LA,71202,OUACHITA,(318) 330-7000,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,2020
190013,WEST CALCASIEU CAMERON HOSPITAL,701 EAST CYPRESS STREET,SULPHUR,LA,70663,CALCASIEU,(337) 527-7034,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,2020
190014,OCHSNER ST MARY,1125 MARGUERITE STREET,MORGAN CITY,LA,70380,ST. MARY,(985) 384-2200,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Not Available,2020
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,(337) 436-2511,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2020
190036,OCHSNER CLINIC FOUNDATION,1516 JEFFERSON HWY,NEW ORLEANS,LA,70121,JEFFERSON,(504) 842-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,2020
190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,71105,CADDO,(318) 681-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,2020
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,BEAUREGARD,(337) 462-7100,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,2020
190060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,CALCASIEU,(337) 494-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,2020
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,E. BATON ROUGE,(225) 765-6565,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,2020
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD,BATON ROUGE,LA,70806,E. BATON ROUGE,(225) 387-7767,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Below the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,2020
190086,NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,RUSTON,LA,71270,LINCOLN,(318) 254-2100,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Not Available,2020
190098,OCHSNER LSU HEALTH SHREVEPORT,1541 KINGS HIGHWAY,SHREVEPORT,LA,71103,CADDO,(318) 675-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,2020
190106,OAKDALE COMMUNITY HOSPITAL,130 N HOSPITAL DR,OAKDALE,LA,71463,ALLEN,(318) 335-3700,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Not Available,Below the national average,Not Available,Not Available,Same as the national average,Not Available,2020
190111,"WILLIS KNIGHTON MEDICAL CENTER, INC",2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,CADDO,(318) 212-4000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Below the national average,2020
190125,ST FRANCIS MEDICAL CENTER,309 JACKSON STREET,MONROE,LA,71201,OUACHITA,(318) 966-4000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Below the national average,Below the national average,2020
190128,WOMANS HOSPITAL,100 WOMAN'S WAY,BATON ROUGE,LA,70817,E. BATON ROUGE,(225) 927-1300,Acute Care Hospitals,Voluntary non-profit - Private,True,False,4,Not Available,Same as the national average,Not Available,Above the national average,Same as the national average,Above the national average,Not Available,2020
190201,CHRISTUS OCHSNER LAKE AREA HOSPITAL,4200 NELSON ROAD,LAKE CHARLES,LA,70605,CALCASIEU,(337) 474-6370,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available,2020
190208,EAST CARROLL PARISH HOSPITAL,336 NORTH HOOD STREET,LAKE PROVIDENCE,LA,71254,EAST CARROLL,(318) 559-4023,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,Above the national average,Not Available,2020
190218,SABINE MEDICAL CENTER,240 HIGHLAND DRIVE,MANY,LA,71449,SABINE,(318) 256-1232,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,2020
190241,PHYSICIANS MEDICAL CENTER,218 CORPORATE DRIVE,HOUMA,LA,70360,TERREBONNE,(985) 853-1390,Acute Care Hospitals,Physician,False,False,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average,Not Available,Not Available,2020
190245,MONROE SURGICAL HOSPITAL,2408 BROADMOOR BLVD,MONROE,LA,71201,OUACHITA,(318) 410-0002,Acute Care Hospitals,Physician,False,True,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,Below the national average,2020
190278,SPECIALISTS HOSPITAL SHREVEPORT,1500 LINE AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 213-3800,Acute Care Hospitals,Physician,False,True,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available,Not Available,Not Available,2020
190307,SOUTH CAMERON MEMORIAL HOSPITAL,5360 WEST CREOLE HWY,CAMERON,LA,70631,CAMERON,(337) 542-4111,Acute Care Hospitals,Proprietary,True,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
190312,OUR LADY OF THE ANGELS HOSPITAL,433 PLAZA STREET,BOGALUSA,LA,70427,WASHINGTON,(985) 730-6700,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2020
191306,WEST FELICIANA PARISH HOSPITAL,"5266 COMMERCE STREET, BUILDING B",SAINT FRANCISVILLE,LA,70775,WEST FELICIANA,(225) 635-3811,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,2020
191309,HOOD MEMORIAL HOSPITAL,301 W WALNUT STREET,AMITE,LA,70422,TANGIPAHOA,(985) 748-9485,Critical Access Hospitals,Government - Hospital District or Authority,True,False,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2020
191314,MADISON PARISH HOSPITAL,900 JOHNSON STREET,TALLULAH,LA,71282,MADISON,(318) 574-2374,Critical Access Hospitals,Government - Hospital District or Authority,True,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
191315,HARDTNER MEDICAL CENTER,1102 N PINE ROAD,OLLA,LA,71465,LASALLE,(318) 495-3131,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Below the national average,2020
191326,REEVES MEMORIAL MEDICAL CENTER,409 FIRST STREET,BERNICE,LA,71222,UNION,(318) 285-9066,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,2020
193301,SHRINERS HOSPITALS FOR CHILDREN,3100 SAMFORD AVENUE,SHREVEPORT,LA,71103,CADDO,(318) 222-5704,Childrens,Voluntary non-profit - Private,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
194007,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,23515 HIGHWAY 190,MANDEVILLE,LA,70448,ST. TAMMANY,(985) 626-6300,Psychiatric,Voluntary non-profit - Private,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2020
